region,lat_zone,no_prior_top1,no_prior_top3,no_prior_top5,with_prior_top1,with_prior_top3,with_prior_top5,gain_yes_vs_no_top1,gain_yes_vs_no_top3,gain_yes_vs_no_top5
East,North,0.2554112672805786,0.16570605337619781,0.13321799039840698,0.22510822117328644,0.18443803489208221,0.15397924184799194,-0.030303046107292175,0.0187319815158844,0.02076125144958496
East,South,0.75,0.4672897160053253,0.40449437499046326,0.5833333134651184,0.47663551568984985,0.4157303273677826,-0.1666666865348816,0.009345799684524536,0.011235952377319336
East,South,0.75,0.4672897160053253,0.40449437499046326,0.5833333134651184,0.47663551568984985,0.4157303273677826,-0.1666666865348816,0.009345799684524536,0.011235952377319336
East,South,0.75,0.4672897160053253,0.40449437499046326,0.5833333134651184,0.47663551568984985,0.4157303273677826,-0.1666666865348816,0.009345799684524536,0.011235952377319336
East,South,0.75,0.4672897160053253,0.40449437499046326,0.5833333134651184,0.47663551568984985,0.4157303273677826,-0.1666666865348816,0.009345799684524536,0.011235952377319336
Midwest,Far North,0.7345678806304932,0.7092783451080322,0.6435643434524536,0.8580247163772583,0.8061855435371399,0.7227723002433777,0.12345683574676514,0.09690719842910767,0.07920795679092407
Midwest,Far North,0.7345678806304932,0.7092783451080322,0.6435643434524536,0.8580247163772583,0.8061855435371399,0.7227723002433777,0.12345683574676514,0.09690719842910767,0.07920795679092407
Midwest,Far North,0.7345678806304932,0.7092783451080322,0.6435643434524536,0.8580247163772583,0.8061855435371399,0.7227723002433777,0.12345683574676514,0.09690719842910767,0.07920795679092407
Midwest,Far North,0.7345678806304932,0.7092783451080322,0.6435643434524536,0.8580247163772583,0.8061855435371399,0.7227723002433777,0.12345683574676514,0.09690719842910767,0.07920795679092407
Midwest,Mid,0.45026177167892456,0.3623693287372589,0.3490073084831238,0.5392670035362244,0.4425086975097656,0.4137931168079376,0.0890052318572998,0.08013936877250671,0.06478580832481384
Midwest,Mid,0.45026177167892456,0.3623693287372589,0.3490073084831238,0.5392670035362244,0.4425086975097656,0.4137931168079376,0.0890052318572998,0.08013936877250671,0.06478580832481384
Midwest,Mid,0.45026177167892456,0.3623693287372589,0.3490073084831238,0.5392670035362244,0.4425086975097656,0.4137931168079376,0.0890052318572998,0.08013936877250671,0.06478580832481384
Midwest,Mid,0.45026177167892456,0.3623693287372589,0.3490073084831238,0.5392670035362244,0.4425086975097656,0.4137931168079376,0.0890052318572998,0.08013936877250671,0.06478580832481384
Midwest,North,0.42953020334243774,0.4241071343421936,0.37533512711524963,0.4093959629535675,0.4977678656578064,0.4906166195869446,-0.02013424038887024,0.07366073131561279,0.11528149247169495
Midwest,North,0.42953020334243774,0.4241071343421936,0.37533512711524963,0.4093959629535675,0.4977678656578064,0.4906166195869446,-0.02013424038887024,0.07366073131561279,0.11528149247169495
Midwest,North,0.42953020334243774,0.4241071343421936,0.37533512711524963,0.4093959629535675,0.4977678656578064,0.4906166195869446,-0.02013424038887024,0.07366073131561279,0.11528149247169495
Midwest,North,0.42953020334243774,0.4241071343421936,0.37533512711524963,0.4093959629535675,0.4977678656578064,0.4906166195869446,-0.02013424038887024,0.07366073131561279,0.11528149247169495
Midwest,South,0.07500000298023224,0.13223139941692352,0.12376237660646439,0.02500000037252903,0.1900826394557953,0.2326732724905014,-0.05000000260770321,0.057851240038871765,0.10891089588403702
Midwest,South,0.07500000298023224,0.13223139941692352,0.12376237660646439,0.02500000037252903,0.1900826394557953,0.2326732724905014,-0.05000000260770321,0.057851240038871765,0.10891089588403702
Midwest,South,0.07500000298023224,0.13223139941692352,0.12376237660646439,0.02500000037252903,0.1900826394557953,0.2326732724905014,-0.05000000260770321,0.057851240038871765,0.10891089588403702
Midwest,South,0.07500000298023224,0.13223139941692352,0.12376237660646439,0.02500000037252903,0.1900826394557953,0.2326732724905014,-0.05000000260770321,0.057851240038871765,0.10891089588403702
North East,Far North,0.1666666716337204,0.1111111119389534,0.1111111119389534,0.1666666716337204,0.1111111119389534,0.08888889104127884,0.0,0.0,-0.02222222089767456
North East,Far North,0.1666666716337204,0.1111111119389534,0.1111111119389534,0.1666666716337204,0.1111111119389534,0.08888889104127884,0.0,0.0,-0.02222222089767456
North East,Far North,0.1666666716337204,0.1111111119389534,0.1111111119389534,0.1666666716337204,0.1111111119389534,0.08888889104127884,0.0,0.0,-0.02222222089767456
North East,Far North,0.1666666716337204,0.1111111119389534,0.1111111119389534,0.1666666716337204,0.1111111119389534,0.08888889104127884,0.0,0.0,-0.02222222089767456
NorthEast_NorthBand,COMBINED,0.3448275923728943,0.29916319251060486,0.2981795370578766,0.33542320132255554,0.34937238693237305,0.3546767234802246,-0.009404391050338745,0.05020919442176819,0.05649718642234802
NorthEast_NorthBand,COMBINED,0.3448275923728943,0.29916319251060486,0.2981795370578766,0.33542320132255554,0.34937238693237305,0.3546767234802246,-0.009404391050338745,0.05020919442176819,0.05649718642234802
NorthEast_NorthBand,COMBINED,0.3448275923728943,0.29916319251060486,0.2981795370578766,0.33542320132255554,0.34937238693237305,0.3546767234802246,-0.009404391050338745,0.05020919442176819,0.05649718642234802
NorthEast_NorthBand,COMBINED,0.3448275923728943,0.29916319251060486,0.2981795370578766,0.33542320132255554,0.34937238693237305,0.3546767234802246,-0.009404391050338745,0.05020919442176819,0.05649718642234802
North East,North,0.39534884691238403,0.353658527135849,0.341317355632782,0.6578072905540466,0.5365853905677795,0.4817032516002655,0.2624584436416626,0.18292686343193054,0.14038589596748352
North East,North,0.39534884691238403,0.353658527135849,0.341317355632782,0.6578072905540466,0.5365853905677795,0.4817032516002655,0.2624584436416626,0.18292686343193054,0.14038589596748352
North East,North,0.39534884691238403,0.353658527135849,0.341317355632782,0.6578072905540466,0.5365853905677795,0.4817032516002655,0.2624584436416626,0.18292686343193054,0.14038589596748352
North East,North,0.39534884691238403,0.353658527135849,0.341317355632782,0.6578072905540466,0.5365853905677795,0.4817032516002655,0.2624584436416626,0.18292686343193054,0.14038589596748352
Coast,Far North,0.2602739632129669,0.3439635634422302,0.3360655605792999,0.4726027250289917,0.39635536074638367,0.3688524663448334,0.21232876181602478,0.05239179730415344,0.03278690576553345
Coast,Far North,0.2602739632129669,0.3439635634422302,0.3360655605792999,0.4726027250289917,0.39635536074638367,0.3688524663448334,0.21232876181602478,0.05239179730415344,0.03278690576553345
Coast,Far North,0.2602739632129669,0.3439635634422302,0.3360655605792999,0.4726027250289917,0.39635536074638367,0.3688524663448334,0.21232876181602478,0.05239179730415344,0.03278690576553345
Coast,Far North,0.2602739632129669,0.3439635634422302,0.3360655605792999,0.4726027250289917,0.39635536074638367,0.3688524663448334,0.21232876181602478,0.05239179730415344,0.03278690576553345
Coast,Mid,0.6622516512870789,0.5794702172279358,0.5370860695838928,0.6622516512870789,0.6258277893066406,0.5761589407920837,0.0,0.046357572078704834,0.03907287120819092
Coast,Mid,0.6622516512870789,0.5794702172279358,0.5370860695838928,0.6622516512870789,0.6258277893066406,0.5761589407920837,0.0,0.046357572078704834,0.03907287120819092
Coast,Mid,0.6622516512870789,0.5794702172279358,0.5370860695838928,0.6622516512870789,0.6258277893066406,0.5761589407920837,0.0,0.046357572078704834,0.03907287120819092
Coast,Mid,0.6622516512870789,0.5794702172279358,0.5370860695838928,0.6622516512870789,0.6258277893066406,0.5761589407920837,0.0,0.046357572078704834,0.03907287120819092
Coast,North,0.16628175973892212,0.15242494642734528,0.13850416243076324,0.15242494642734528,0.11470361799001694,0.0969529077410698,-0.013856813311576843,-0.03772132843732834,-0.04155125468969345
Coast,North,0.16628175973892212,0.15242494642734528,0.13850416243076324,0.15242494642734528,0.11470361799001694,0.0969529077410698,-0.013856813311576843,-0.03772132843732834,-0.04155125468969345
Coast,North,0.16628175973892212,0.15242494642734528,0.13850416243076324,0.15242494642734528,0.11470361799001694,0.0969529077410698,-0.013856813311576843,-0.03772132843732834,-0.04155125468969345
Coast,North,0.16628175973892212,0.15242494642734528,0.13850416243076324,0.15242494642734528,0.11470361799001694,0.0969529077410698,-0.013856813311576843,-0.03772132843732834,-0.04155125468969345
Coast,South,0.40495866537094116,0.36263737082481384,0.3525535464286804,0.3057851195335388,0.3186813294887543,0.3014827072620392,-0.09917354583740234,-0.04395604133605957,-0.051070839166641235
Coast,South,0.40495866537094116,0.36263737082481384,0.3525535464286804,0.3057851195335388,0.3186813294887543,0.3014827072620392,-0.09917354583740234,-0.04395604133605957,-0.051070839166641235
Coast,South,0.40495866537094116,0.36263737082481384,0.3525535464286804,0.3057851195335388,0.3186813294887543,0.3014827072620392,-0.09917354583740234,-0.04395604133605957,-0.051070839166641235
Coast,South,0.40495866537094116,0.36263737082481384,0.3525535464286804,0.3057851195335388,0.3186813294887543,0.3014827072620392,-0.09917354583740234,-0.04395604133605957,-0.051070839166641235
West,Far North,0.31366458535194397,0.25879916548728943,0.27142858505249023,0.22981366515159607,0.2267080694437027,0.22298136353492737,-0.0838509202003479,-0.03209109604358673,-0.048447221517562866
West,Far North,0.31366458535194397,0.25879916548728943,0.27142858505249023,0.22981366515159607,0.2267080694437027,0.22298136353492737,-0.0838509202003479,-0.03209109604358673,-0.048447221517562866
West,Far North,0.31366458535194397,0.25879916548728943,0.27142858505249023,0.22981366515159607,0.2267080694437027,0.22298136353492737,-0.0838509202003479,-0.03209109604358673,-0.048447221517562866
West,Far North,0.31366458535194397,0.25879916548728943,0.27142858505249023,0.22981366515159607,0.2267080694437027,0.22298136353492737,-0.0838509202003479,-0.03209109604358673,-0.048447221517562866
West,Mid,0.6665639281272888,0.6851242780685425,0.6864521503448486,0.6724191308021545,0.671049952507019,0.6698101758956909,0.005855202674865723,-0.014074325561523438,-0.016641974449157715
West,Mid,0.6665639281272888,0.6851242780685425,0.6864521503448486,0.6724191308021545,0.671049952507019,0.6698101758956909,0.005855202674865723,-0.014074325561523438,-0.016641974449157715
West,Mid,0.6665639281272888,0.6851242780685425,0.6864521503448486,0.6724191308021545,0.671049952507019,0.6698101758956909,0.005855202674865723,-0.014074325561523438,-0.016641974449157715
West,Mid,0.6665639281272888,0.6851242780685425,0.6864521503448486,0.6724191308021545,0.671049952507019,0.6698101758956909,0.005855202674865723,-0.014074325561523438,-0.016641974449157715
West,North,0.694754958152771,0.6817660331726074,0.652046799659729,0.7274290919303894,0.67574542760849,0.6486068367958069,0.03267413377761841,-0.006020605564117432,-0.003439962863922119
West,North,0.694754958152771,0.6817660331726074,0.652046799659729,0.7274290919303894,0.67574542760849,0.6486068367958069,0.03267413377761841,-0.006020605564117432,-0.003439962863922119
West,North,0.694754958152771,0.6817660331726074,0.652046799659729,0.7274290919303894,0.67574542760849,0.6486068367958069,0.03267413377761841,-0.006020605564117432,-0.003439962863922119
West,North,0.694754958152771,0.6817660331726074,0.652046799659729,0.7274290919303894,0.67574542760849,0.6486068367958069,0.03267413377761841,-0.006020605564117432,-0.003439962863922119
