threshold,tp,fp,fn,tn,precision,recall,f1,accuracy,tpr,tnr,fpr,tag
0.7333333333333333,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
0.7666666666666666,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
0.8,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
0.8333333333333334,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
0.8666666666666667,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
0.9,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
0.9333333333333332,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
0.9666666666666668,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
1.0,0,0,7910,39964,0.0,0.0,0.0,0.8347746167021766,0.0,1.0,0.0,CentralWest_Mid
0.0,8365,42088,0,0,0.1657978712861475,1.0,0.284436737053283,0.1657978712861475,1.0,0.0,1.0,CentralWest_Mid+South_COMBINED
0.0333333333333333,8183,33067,182,9021,0.1983757575757575,0.9782426778242678,0.3298599213947395,0.3409906249380611,0.9782426778242678,0.2143366280174871,0.7856633719825128,CentralWest_Mid+South_COMBINED
0.0666666666666666,7365,23236,1000,18852,0.2406784092023136,0.8804542737597131,0.3780218652158291,0.5196321328761422,0.8804542737597131,0.4479186466451245,0.5520813533548755,CentralWest_Mid+South_COMBINED
0.1,5801,14609,2564,27479,0.2842234198922097,0.6934847579199044,0.4031972198088618,0.6596238082968308,0.6934847579199044,0.6528939365139708,0.3471060634860293,CentralWest_Mid+South_COMBINED
0.1333333333333333,4001,8516,4364,33572,0.3196452824159143,0.4783024506873879,0.3832008428311464,0.7447129011158901,0.4783024506873879,0.7976620414369892,0.2023379585630108,CentralWest_Mid+South_COMBINED
0.1666666666666666,2713,4670,5652,37418,0.3674657998103752,0.3243275552898984,0.3445516891033782,0.795413553207936,0.3243275552898984,0.8890420072229615,0.1109579927770385,CentralWest_Mid+South_COMBINED
0.2,1768,2673,6597,39415,0.3981085341139383,0.2113568439928272,0.2761205684835233,0.816264642340396,0.2113568439928272,0.9364902109865044,0.0635097890134955,CentralWest_Mid+South_COMBINED
0.2333333333333333,1222,1510,7143,40578,0.4472913616398243,0.1460848774656306,0.2202397044246192,0.8284938457574376,0.1460848774656306,0.964122790344041,0.0358772096559589,CentralWest_Mid+South_COMBINED
0.2666666666666666,879,947,7486,41141,0.4813800657174151,0.1050806933652122,0.1725051516043567,0.8328543396824768,0.1050806933652122,0.97749952480517,0.0225004751948298,CentralWest_Mid+South_COMBINED
0.3,622,588,7743,41500,0.5140495867768595,0.0743574417214584,0.1299216710182767,0.8348760232295404,0.0743574417214584,0.9860292720015206,0.0139707279984793,CentralWest_Mid+South_COMBINED
0.3333333333333333,438,367,7927,41721,0.5440993788819876,0.0523610280932456,0.0955288985823336,0.8356093790260242,0.0523610280932456,0.9912801748716974,0.0087198251283026,CentralWest_Mid+South_COMBINED
0.3666666666666666,322,222,8043,41866,0.5919117647058824,0.0384937238493723,0.0722864519025704,0.8361841714070521,0.0384937238493723,0.9947253373883292,0.0052746626116707,CentralWest_Mid+South_COMBINED
0.4,233,135,8132,41953,0.6331521739130435,0.0278541542139868,0.0533608152982938,0.8361445305531882,0.0278541542139868,0.9967924348983084,0.0032075651016916,CentralWest_Mid+South_COMBINED
0.4333333333333333,160,69,8205,42019,0.6986899563318777,0.0191273161984459,0.0372352804282057,0.8360057875646641,0.0191273161984459,0.9983605778369132,0.0016394221630868,CentralWest_Mid+South_COMBINED
0.4666666666666667,64,36,8301,42052,0.64,0.0076509264793783,0.0151210868281157,0.8347571006679484,0.0076509264793783,0.9991446493062156,0.0008553506937844,CentralWest_Mid+South_COMBINED
0.5,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.5333333333333333,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.5666666666666667,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.6,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.6333333333333333,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.6666666666666666,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.7,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.7333333333333333,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.7666666666666666,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.8,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.8333333333333334,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.8666666666666667,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.9,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.9333333333333332,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.9666666666666668,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
1.0,0,0,8365,42088,0.0,0.0,0.0,0.8342021287138525,0.0,1.0,0.0,CentralWest_Mid+South_COMBINED
0.0,3486,21406,0,0,0.140044994375703,1.0,0.2456832757770103,0.140044994375703,1.0,0.0,1.0,CentralWest_North
0.0333333333333333,3486,21061,0,345,0.1420132806452927,1.0,0.2487068811757571,0.1539048690342278,1.0,0.0161169765486312,0.9838830234513688,CentralWest_North
0.0666666666666666,3204,14158,282,7248,0.184540951503283,0.919104991394148,0.307367613200307,0.4198939418287,0.919104991394148,0.3385966551434177,0.6614033448565823,CentralWest_North
0.1,1605,4152,1881,17254,0.2787910369984366,0.4604130808950086,0.347289840960727,0.7576329744496224,0.4604130808950086,0.8060356909277773,0.1939643090722227,CentralWest_North
0.1333333333333333,412,1123,3074,20283,0.2684039087947882,0.1181870338496844,0.1641107349133639,0.8313916117628154,0.1181870338496844,0.947538073437354,0.0524619265626459,CentralWest_North
0.1666666666666666,53,193,3433,21213,0.2154471544715447,0.0152036718301778,0.0284030010718113,0.8543307086614174,0.0152036718301778,0.9909838363075774,0.0090161636924226,CentralWest_North
0.2,0,1,3486,21405,0.0,0.0,0.0,0.8599148320745621,0.0,0.999953284125946,4.671587405400355e-05,CentralWest_North
0.2333333333333333,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.2666666666666666,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.3,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.3333333333333333,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.3666666666666666,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.4,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.4333333333333333,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.4666666666666667,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.5,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.5333333333333333,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.5666666666666667,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.6,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.6333333333333333,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.6666666666666666,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.7,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.7333333333333333,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.7666666666666666,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.8,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.8333333333333334,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.8666666666666667,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.9,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.9333333333333332,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.9666666666666668,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
1.0,0,0,3486,21406,0.0,0.0,0.0,0.8599550056242969,0.0,1.0,0.0,CentralWest_North
0.0,449,2130,0,0,0.1740984877859635,1.0,0.2965653896961691,0.1740984877859635,1.0,0.0,1.0,CentralWest_South
0.0333333333333333,449,2014,0,116,0.1822980105562322,1.0,0.3083791208791209,0.2190771616905777,1.0,0.0544600938967136,0.9455399061032864,CentralWest_South
0.0666666666666666,318,1156,131,974,0.2157394843962008,0.7082405345211581,0.3307332293291731,0.5009693679720822,0.7082405345211581,0.4572769953051643,0.5427230046948357,CentralWest_South
0.1,197,495,252,1635,0.2846820809248555,0.4387527839643652,0.3453111305872042,0.7103528499418379,0.4387527839643652,0.7676056338028169,0.2323943661971831,CentralWest_South
0.1333333333333333,69,146,380,1984,0.3209302325581395,0.153674832962138,0.2078313253012048,0.7960449786739047,0.153674832962138,0.9314553990610328,0.0685446009389671,CentralWest_South
0.1666666666666666,1,2,448,2128,0.3333333333333333,0.0022271714922048,0.0044247787610619,0.8255137650252036,0.0022271714922048,0.9990610328638496,0.0009389671361502,CentralWest_South
0.2,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.2333333333333333,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
